Title	Description
마두동 백마마을쪽 쪽집게로 알려주는 영어수학 과학... 	백마공원쪽으로 방문하시는 쌤 있으시면 방문도 좋아요~지금 다니는 학원을 바꿔보려고 하는데 종합학원을 다녔더니... 일산수학과외 일산국어과외 마두동영어과외 마두동수학과외 마두동국어과외 백마마을영어과외 백마마을수학과외... 
수학은어떻게해야잘할수있어요?	"... ㅎ 아, 그리고 방학되시면 독서 미친듯이 하는것도 좋아요 수학잘하고싶다고 수학책을 읽기보다는 소설책이나 기행문, 가끔은 수필도 읽어보시면 좋아요 공부란게 그 한 분야만 잘해서는 안되고, 골고루 지식이 있어야 어떤 분야... "
중1 1학기 수학문제집	"... 개념편으로 개념 정리를 하면서 처음에는 쉬운 문제 위주로 풀어보며 개념을 익히고, 유형편에 있는 다양한 문제들을 풀면서 심화 문제에 대한 연습을 하면 좋아요~ 수학 문제집 개념플러스 유형을 만든 비상 교육이... "
독학할때 수학의정석이 좋아요 개념원리가 좋아요?	... 그런데 수학 공부를 어떻게할지가 고민이더군요 그래서 일단은 메가스터디 신승범 선생님 강의를 듣고있는데... 개념원리 수학의 정석 둘중 어느게 더 좋을까요? 참고로 이번 11월 모의고사 수리 3등급 나왔어요  병행도서라면..... 
"산곡고 수학,영어 경력있으시고 내신관리 해주실 샘... "	"안녕하세요 산곡고 2학년 아들 둔 엄마인데 수학,영어를 중점으로 내신관리 해주실 방문선생님찾고있어요... 산곡고 영어 수학 내신대비에 확실한 도움을 드리고 있습니다. 1:1 맞춤지도 방식으로 꼼꼼하고 체계적인 내신관리을... "
수학경시대회 인터넷 시험있나요??	... 인터넷 시험도 좋아요!!  안녕하세요. 콘테스트코리아입니다. 수학경시대회 중에서 현재 접수중인 대회와 개인적으로 참가하는 대회입니다. 참고해 보세요. 교육?학문?논문 제20회 전국 푸르넷 수학경시대회 0... 
휴.. 수학공부하는것 때매 짜증나요	"... 재능이 좋아요 수학 3,3000 영어35000 이니까 정말 싸죠? 학원에서 하는것보다 원리도 빨리 깨닫고 쉬워서 좋고 재미를 느낀답니다 신경질 날 이유도 없고~정말 좋아여 그리고 고3부터 되면 자기 스스로 공부해야되죠 학원간다해서... "
중1-1수학 공부	... 개념서지만 문제도 몇개씩 들어있어서 좋아요!! 수학은 개념잡고 문제위주로 풀면 되는것같아요. 저는 학원을 안다니는데 이 책 설명이 엄청 자세히나와있어서 이해하기 좋았어요 문제위주로 돼있는건 아무래도 제일 유명한 <쎈... 
수학여행 필수품챙기기	... 캐리어가 있으시다면 캐리어를 가져가셔도 좋구 백팩을 가져가셔도 좋아여 수학여행기간이 조금 길다면 캐리어가 좋을 듯 해요 무거운 가방을 가지고 다니기 힘드실 때는 크로스 백도 가져가시는 게 좋아요 아침에 일어나서 앞머리와... 
수학여행질문이요^^	... 수학여행 옷코디와 장기자랑 옷코디좀 해주세요!!(사진첨부면 좋아요) 3. 수학여행 갈때 필요한 물건들은 뭐죠? 4. 수학여행가서 심심풀이로 할 놀이 5. 핸드폰 가지고 가두 되나요? *내공 10이용!! 되도록이면 빨리요!!  1. 수학여행... 
5호선 굽은다리역 좋은 수학학원 추천 부탁드려요	... 안녕하세요~ 저는1:1과외 교사인데요 보통 아이들은 수학을 좋아하지 않고 어려워하기때문에 흥미를 가지기힘들어하는 부분이 많이 잇습니다 그런 아이들에게 흥미를 주고 학습습관을 길러주시기엔 학원 보단 1:1과외를 추천... 
중3 수학 기초지식	중3인데 진짜 중1 중2 이때부터 수학을 제대로 안하다가 다시 제대로 수학을 시작해보려하는데 완전 백지상태라 진짜... 인강 + 학원 or 인강 + 개인과외병행하는게좋아요. 실력을 올리는데 효과적인 순서는 1:1 개인과외 > 학원 > 인강... 
영어와 수학을 좋아하라?	"... 선생님께서 ""너가 영어와 수학이 좋아서 성적이 올라야지 대학때문에 영어와 수학성적을 받아 왔기 때문에 너가 지금 좌절하고 있다""라고 말을하셨습니다. 하지만 자꾸 영어와 수학이 좋아하는 이유를 생각하면 할수록 비참해지고 막... "
고1 수학 문제집 추천	... 부분같이 문제 난이도가 어렵게 나와서 못풀수도 있을거 같아요 과외같은 1대1로 학습할때에는 뭐가 좋아요?  개념쎈도 괜찮아요. 전 수학의정석을 많이 사용하지만 중간정도의 아이들은 개념쎈이 가르치기가 더 좋았던 것 같아요.
수학이 잘 않되요ㅠㅠ	제가 수학을 별로 않좋아 하지만 수학이랑과학쪽으로 나가고 싶거든요...ㅠㅠ 그래서 수학을 어쨌든 피할래야 피할수가 없어서 부딪혀 보려구요...그런데..제가 독학을 해서 질문을 할 분도 없고 학교선생님은 바쁘셔서 제가 만족할만한... 
고1수학 잘하는 법	... 방정식하고 부등식은 고2때 문과를가든 이과를 가든 수학공부를 한다면 아주 기본사항이기 때문에 마스터하시는게 아주 좋아요^^ 수학은 인내의학문이라구 ...저 과외선생님이 그러시더군요 ㅋㅋㅋ 이해가안되고 따른과목에비해... 
고등수학문제집추천(내공있음)	"... 심화문제있는 문제집 자이스토리 고등수학 숨마쿠라우데 고등수학 개념원리 고등수학 문제집 좋아요. 문제 수는 적어도 한 유형에 대해 아주 자세히 설명해주고, 다르게 푸는 방법도 설명해 주니까 개념을 다질 수 있는 문제집입니다. "
수학만 못해도 괜찮나요	안녕하세요 위 제목 처럼 수학 빼고 거의 다 잘하는데 수학만이 성적이 안좋아 걱정입니다..꿈이 모션 그래픽 디자이너인데 수학이 그렇게 까진 상관을 미친다고 생각도 안하고요 하지만 수학빼고 성적이 좋은편이니 나중에 대학갈때... 
수학여행어디로 가는게 좋아요?	... 비용도 적게들고 기억에 남는 수학여행이되도록 좋은 곳좀 추천해 주세요.... 좀 멀리는 설악산이 좋을듯 하군요. 그래도 도로가 좋아 금방 갈껄요?산도 있고 앞엔 바다구요...대포 앞바다 일출은 장관입니다.내려오다 보면 양양.강릉... 
수학 물리 좋아하는사람 직업추천	"1.미니어쳐만드는것 좋아함 2.나를 꾸미는 것 좋아함(화장,옷입는 것) 3.공부는 사회말고 과학이좋아요...암기과목 싫어하고 수학, 물리 좋아합니다. 4.발표하는 것 싫어함. 무슨 직업이 좋을까여? 일단 1,2번은 학과선택에 있어서는 거의... "
수학못하는데 이과 가도 될까요..?	"... 수학 과학 보단 국어,영어,사회 점수가 잘나오거든요 그리고 과학보단 사회가 좋고 수학보단 국어가 좋아요 근대 꿈은 이과계열 이에요 그리고 나는 문과보다 이과에 가고싶어요.. 왜냐하면..문과는솔직히 분위기 별로인것같아서요..... "
사직동 근처 수학학원 추천	쌍용 살고있는데 수학학원 추천해주세요 가까운곳으로요 되도록이면 기초를 탄탄하게 해주는 학원이 좋아효 과외나 대형강의? 말구요 학생의 스타일과 현재 상태를 명확히 알고 선택을 하셔야 해요. 실력을 올리는데 효과적인... 
수학교사 되는법	"고1 학생인데요 수학을 좋아하고 중학교 수학성적이 잘 나와서, 가르쳐주는걸 좋아해서 수학교사를 희망하는데요 고1 수학이 너무 어려워요ㅠㅜ 수학시간마다 이해가 안 가서 진짜 눈물을 몇번 삼켰어요 중학교때랑은 완전 다른거... "
5학년 수학여행 질문이염 ^ㅡ^	"... 2.수학여행은..첫째날은 적당히 티셔츠, 스키니진 또는 청바지가 좋아여^_^ 수학여행때 치마입음 넘 불편할테니.둘째날은 설악산갈듯싶어서 덥지않게, 뒤에 힘들어서 헥헥될때 안보이도록 얇은후드티, 끼지 않는 바지(청바지)... "
일품 수학 공부	... 웬만하면 다 푸는게 좋아요. 수학을 못하신다고 밝히셨으니;;ㅎㅎ 너무 힘드심 안푸셔도 되지만 나중에 더 고생하지 않으려면 지금 단기간이라도 빡세게 하는게 좋습니다. 특히 중등수학은 다른거보다 훨신 중요합니다. 
대치동 수학학원 기 초부터 잘 해주시는 곳	"... 다 좋아요. 국어를 잘 하면 다른 과목도 모두 잘 할거란 생각으로 믿고 맡겼는데 정말 사회, 과학, 영어까지는 사교육에 아 이 공 부 욕심까지 더해져서 어떻게든 성적이 잘 나오는 편인데 수학이 제일 문제더라구요 저도 수학... "
수학인강추천 전준홍 vs ebs 문풀 수학인강 추천	... 전준홍 선생님이랑 ebs 선생님 중에서 수학인강 문풀인강쪽으로 해서 들을건데 수학인강 어디가 좋아요?? 지금 수학 b형 3등급대인데 문풀인강 듣고 1등급으로 올리려구요.. 전준홍 선생님은 아는 선배가 들었고 ebs 선생님은... 
수학성적 올리는법	"... 과학, 사회, 기술가정, 도덕, 한문 같은 암기 과목으로 평균을 높이고 이후 수학 등에 지속적 투자하는 것이 좋아보입니다. 결론 1. 수학은 응용이 핵심인 과목이므로 단기간에 성적 향상은 쉽지 않음. 2. 기본기가 갖춰줘야 인강이... "
성화여고 근처 수학학원 추천	성화여고 근처에 수학 학원 추천해주세요 1:1로 가르쳐주고 개념부터 차근차근 알려주는데면 좋아요!  안녕하세요^^ 성화여고 학생들을 지도하고 있습니다! 성화여고 내신관리는 국어 영어 수학을 주로 수업을 하고 있는데요~ 학생의... 
인천 중구 신흥동. 미추홀구 용현5동쪽. 고1 수학과외.	... 수학과외 하고 싶은데. 주말에요. 대학생 선생님도 좋아요. 어디서 찾아야 하나요?  안녕하세요 인천 중구 신흥동 미추홀구 고등 수학과외 진행중인 선생님 입니다. 학생에게 필요한 학습을 바탕으로 방향성을 잡아 수학 전문... 
중2수학이요!(작년 중 2중에서... 	"... 작년 대전 삼천중 2학년 수학시험 문제라고 나와있네요;;; 혹시 아시는분있으면, 식이랑 주셔도 좋고 식없이 답만 주셔두 좋아요! 제발 부탁드려요ㅜㅜ 내공 100 걸구요,내공냠냠이나 이런거 말구요ㅜㅜ.................... ------- "
수학여행을 가는 두근두근 초등학생입니다+_+	"... 저는 평범한 옷이 좋아요~~^ ^ 5. 수학여행가서 재밌게 노는 방법좀..헤헤 6. 수학여행을 경주로 가는데요, 가서 어디어디 돌아다녀요..? 또 TV랑 침대도 있나요? 7. 여러가지 준비물좀 써주세요.. [샴푸, 로션, 세면도구, 우의]같은거요... "
수학.영어문제집 추천좀 해주세요..(내공)	"... 그래도 아직까지는 수학이 제일 좋아요.. 저는 지금 생각하는게. 정석하고, 문제가 많은 문제집. 이렇게 살까 생각중인데.. 수학문제집 추천좀 해주시구요.. 그리구 영어는.. 정말.. 못하고 싫어하는과목중 하나에요.. 1학년때... "
중학생 수학학습지 어떤게 제일 좋아요 ?	... 문제집도 수학자습서랑 과학문제집 밖에 없어요 ;;... 수학 !!! @.@ 진짜 모르겠어요 ;; 선생님이 말씀해주시지만... ㅠ 그러구요 부천에서 삽니다 ..수학교과서 출판사가... 저는 수학만 할꺼거든요 ;; 가격좀 알려주시구 -_-; 그리구 저는... 
수학문제집 모가좋아요?	중학교 수학문제집이요  쎈이 좋습니다
중딩 수학 연산책 추천 !!!!!!	... 제가 중1이고요 수학연산책 좀 빨리 추천해주세요 ㅠㅠ 제가 수학학원에서 선생님이 추천해준 연산 책들 인데 1.연산으로 푸는 수학 2쎈연산 이 문제집 두가지가 제일 좋습니당!참고로 이 둘중에서 연산으로 푸는 수학이 더 좋아여 
수학문제지 추천해주세요	"... 5.최상위 수학 (디딤돌) 이것도 좋아요. 근데 제가 생각했을 떈 고난도 수학보다는 조금 쉬운 거 같아요. 쉽다고 해서 그 쉬운게 아니라. 어렵습니다. 6.고난도 수학 (지학사) 이건 정말 고난도 수학입니다. 특목고,민족사관고 기출문제도... "
중1 수학 유리수 계산 내공 90 빨리 알려주실 수록 좋아요	정수와 유리수 단원이에요 ㅠㅠ 풀이~~~ 
고1수학문제집 추천	"... 1.기초개념으로는 교과서와 정석으로 할건데요...중간단계 문제집으로 무엇을 할지 모르겠어요 좀 추천해주세요(쎈은 가급적 피하고 싶어요) 2.고난도문제집으로는 일품,1등급 만들기, 초강수 중에서 뭐가 좋아요??? 수학의 신님들 제발... "
초6 추천하는 수학 문제집..	... 국어는 아무거나 사도 되구요 ㅋㅋㅋ (교과서가 전부예요 ^^!) 수학은 개념원래 좋아요요!! 그러나 ~ 수학은 문제집 여러개 풀어봐야 잘 할수 있는거 같아요 ㅎㅎ 그래서 저는 개념원리 노란색 풀다가 다 푼다음 분홍색 풀구요 ~ 이것도... 
수학공부법	... 라고 고민할수 있어 좋아요 수학의생명은 풀고 또풀고 다시풀고 문제를 내것으로 만드는 것인것 같아요 제가 추천하는 이 문제집 해법수학이라는 책 한번 써보시는 것 좋을것 같아요 그외 책을 추천 드리자면 국어 - 한끝 사회... 
수학의 잘아시는여러분들께..	"... 공부를 좋아 할수 잇게 또 수학을. 좋아 할수 잇게 도움이 되는 답변좀 해주세요 부탁 드려요! ㅜ_ㅜ;;  혹시 현재 글쓴님은 몇학년이신지요.^-^.. 전 현재 고등학생2학년입니다. 많이먹은건 아니지만,저도 수학으로 울고 불고 하고... "
초등수학문제집 추천!	"... 개념과 문제 풀이 영상까지 학습할 수 있고, 세트로 구매 시 1~2학년 연산문제집, 3~6학년은 단원평가 문제집을 별도로 제공하니 전과목으로 개념을 잡기에도 좋아요! 초등수학문제집추천 해드렸는데 고민에 해결 되셨으면 좋겠네요~ "
15살만 답 해주세요 님들은 수학이랑	15살만 답 해주세요 님들은 수학이랑 영어 중에 뭐가 더 좋아요? 둘 다 싫어요 금지 개인적으로 저는 영어를 더 좋아합니다 수학도 좋지만 시험치는 과목으로서는 저는 영어가 훨씬 좋아요 
고2 이과생인데 수학성적이 너무 안좋아요	"고3 수험생을 둔 학무보입니다 아이가 이과생인데 수학등급이 내신은 5등급... 이과생이라면 모의고사 수학B에서 적어도 1, 2등급은 맞춰야 합니다. 즉, 내신... 수학B에서 좋은 등급을 확보할 것 2. 논술 공부를 할 것 3. 논술에서 요구하는... "
수포자 수학 공부 하기 싫습니다	... 공부 자체는 하기 싫지 않아요 수학 공부만 하기 싫어요 다른거 다 좋아요 과학 영어 국어 다 좋아요 수학만 이 시1발놈 아주 싫어요 어떤 방법이 없을까요? 시험 전부터 수학 공부만 해서 스트레스 받아가지고 노이로제 올거 같은데... 
국어 수학과외고 빠른시일내에 시작 할수있으면 좋아요.	"국어하고 수학과외를 방문해서 가르치시는 선생님을 구하는데... 대상으로 수학, 영어, 국어를 전문으로 하고있는 1:1 과외 전문 재재쌤입니다! 현재 자녀분의 국어 수학 수업을 찾고 계시네요! 수학 국어는 주요 과목이기 때문에... "
수학선생님이되고싶습니다.	"... 수학을 좋아하신다면 수학을 잘 하시게 될 겁니다. 좋아하시는 만큼, 아니 그 보다 더 이상을 공부하시면 충분히 좋은 결과 얻으실 것이라 보입니다. 물론 공부하는 방법이 잡혀있어야 합니다.. 이에 대해서는 어떻게 말씀드릴 수가... "
고등학교 수학!	... 수학을못하기는하지만(이번 중간고사 점수는 어떻게 나올지..) !!!진짜 수학을 좋아해요. 그러니까 수학을 못하는데 수학이 너무좋아요 지나치게좋아요 국어공부하다가도 수학문제 풀고싶고 사회공부하다가도 수학문제풀고싶고... 
수학vs종합학원	... 아 그리고 수학학원만 다니는게 좋아여 아니면 종합학원만 다니는게 좋나여? 그리고 밀가루라는 사이트 거기 좋나여? 해보신분만 그럼 답변 달아주세요 학원 특성상 진도를 위주로 수업이 진행이 되는 경우가 많습니다 그렇기에... 
중2 1학기 수학 무료 문제	학원에서 2학년반 들어가기 전에 예습하려고 집에서 인강을 들으려고 하는데 무료 수학 문제를 다운로드 할수있는 곳 아시는 분ㅠㅠ인강 추천도 좋아요..! 김수's 수학마루 라는 곳에서 회원 가입만 하면 초중고 수학 프린트 문제를... 
백점맞는수학	제가4학년인데 백점맞는 수학을 사면 좋나요?  아직 초 4 라면 ... 백점맞는 수학도 좋아요 아님 쎈수학도 좋아요 일다 문제가 많지요 ㅎㅎㅎ 일단 초딩이면 계산실수만 안하시면됨
중3 수학문제집 질문^!^ ★채택과 좋아요 1번★	... <답변해주시면 채택과 좋아요 1번 눌러드립니다ㅏ~~^^>  서점에 가시면 일루와라는 수학교재를 사셔서 일루와 사이트 회원 가입후 시리얼 번호 입력하면 무료로 동영상 강의를 들으실수 있습니다 열공 하시어 부디 좋은 성적... 
"수학여행에 대해서,,,,,,,,"	... 제가 서울로 수학여행을 가는 데요...서울로 가면 좋아요??? 4. 수학여행에 가면 장기자랑이 있어요??? 5. 교관 있어요???? 6. 휴식 시간이 많아요????? 7. 취침 시간은 언제고 기상 시간은 언제예요????? 좀 많죠......죄송해요.....그래두... 
분석수학에 대하여	"... 전 수학이 좋은데,, 제일 좋아요^^ 수학은 계속 풀고 지겨워도 하고,,계속하다보면 금방 재미있어질거에요,, (제가 다니는 수학학원:분석수학<아주좋아요>) ●집중 잘하는 방법 목표를 위해 달성할려면 꾹 참으세요.. 놀고 싶어도..... "
고1 수학 기본서좀 추천해주세요	"... 수학의 정석을 쓰고 있는데, 다른 애들 책보니까 정석보다 더 좋아보이더라고요,, 수학(하)부터는 새로운 기본서를 쓸라고 하는데 추천좀해주세요 명문고고요. 수학문제 어렵게 나와요. 개념원리, 개념+유형, 정석, 바이블, 등등... "
"남현동 수학 , 영어 학원"	"남현동 수학학원 영어학원 추천좀 부탁드려요 .? 지금 다니고 있는 학원이 도움이 되긴 하겠지만 크게 본 효과가 딱히 없어서 찾고 있습니당. .? 1:1 일 수록 좋아요 학원은 기본적으로 그룹수업이지, 1:1 수업은 아닙니다. 학원 다닐... "
초등수학문제집 챙겨볼려고요	"... 개념과 문제 풀이 영상까지 학습할 수 있고, 세트로 구매 시 1~2학년 연산문제집, 3~6학년은 단원평가 문제집을 별도로 제공하니 전과목으로 개념을 잡기에도 좋아요! 초등수학문제집추천 해드렸는데 고민에 해결 되셨으면 좋겠네요~ "
중등2학년 수학문제집 추천	"전 중2인데요 수학문제집을 더 구입하고 싶은데,, 제가 지금 쎈, 최고득점수학, 개념원리를 가지고있는데 문제 매우많고 난이도가 좀있는 수학문제집없을까요?? 추천해주세요 급해요!  유형아작 쎈 수학 완자 수학 이 좋아요."
4살아이 수학전집추천	... 세이펜으로도 활용할 수 있어서 아이스스로도 잘 활용할 수 있어서 좋아요. 수학에 흥미없는아이도 책을 싫어하는 아이도 인기 캐릭터 대발이와 함께하니 즐겁게 활용할 수 있더라구요. 
"수학의정석 ,개념원리 둘중 어떤게 좋아요?"	저는 중3인 학생인데 10-가를 혼자 독학하려고 하는데 개념원리 수학의 정석중에 어떤게 더 좋아요? 9-나는 다 끝내서 하려고 하는데 어떤게 더 좋아요?  당빠 수학의정석이훠배낫습니다
수학 동아리 면접 질문	고등학교 수학동아리 면접 완전 빡셀것 같은데 아마 고1 수준에서 개념 정의 문제 같은거 나올것 같은데 뭐 나올건지 예상 좀 사주세요ㅠㅠ 많이 예상해주시면 너무너무 좋아요  안녕하세요. 진정성있게 답변하는 친절한지식인... 
고1수학....	... 근본적으로 수학을 정복하려면 첨부터 다시시작하는게 좋아보입니다. 수학책 쭉~ 읽어보시면 뭔말인지 거의 다 아시겠습니까? 사실 이게 되면 수학 혼자해도 됩니다. 이건 1등급이나 2등급중에서도 1등급에 가까운 상위2등급... 
"수학여행에 대해서,,,,,,,,"	... 제가 서울로 수학여행을 가는 데요...서울로 가면 좋아요??? 4. 수학여행에 가면 장기자랑이 있어요??? 5. 교관 있어요???? 6. 휴식 시간이 많아요????? 7. 취침 시간은 언제고 기상 시간은 언제예요????? 좀 많죠......죄송해요.....그래두... 
제가 수학교육과를 가고싶은데요...	제가 중학교때부터 수학을 좋아했는데요 지금 내신이 좀 많이 안좋아요... 수학교육과는 수능성적으로만 갈 수 없나요?? 지금 고2인데요 고3때 내신이 많이 들어가나요?? 지금 2학년 2학기 기말과 3학년때 시험 4개가 남았는데요 이 5개... 
중 1 수학문제 정답만주셔도 좋아요	제목 그대로입니다 총4문제 부탁드립니다 56번 문제 처음에 x개를 샀다고 합시다. 그러면 남은 사과는 (x-50)개 이죠. 그리고 30%를 붙여 팔았으니 61번 문제 62번 문제 열차의 길이를 x m라고 하고 속력의 초속 y m라고 하고 식을... 
6학년 수학	"... Q2. 수학문제집은 6학년 수학을 더 이해가 잘되게 하는 문제집을 추천해 주세요. 해법수학이나, 큐브수학 같은 게 좋아요^^ 문제도 많고 다양한 유형으로 공부하게끔 해놨어요~~ 채택부탁드립니다 "
중1수학문제집 기초 부족	"... 개념편으로 개념 정리를 하면서 처음에는 쉬운 문제 위주로 풀어보며 개념을 익히고, 유형편에 있는 다양한 문제들을 풀면서 심화 문제에 대한 연습을 하면 좋아요~ 수학을 혼자 공부하는 부분이 힘들다면 수박씨닷컴을 추천합니다... "
수학공부 잘하는 방법! <내공 50★>	... 수학 경시대회 같은건 진짜 점수 안좋아요... 수학 잘하는 방법 좀 갈켜 주세요. 다른 과목도 다 갈켜 주심 감사하겠씁님다. 진짜 귀찮으시겠지만 해야 합니다 ^^* 우선 늘 말 하듯이 ㅋㅋ 수업시간에 선생님 말씀 잘 들어야 하구요.... 
디딤돌 수학 개념원리~	"... 공통수학개념원리 이게 좋아여? 전 수학 한번도 해본적없는넘일정도? ㅋㅡ.ㅡ 먼저 개념원리는 디딤돌에서 만든것 맞습니다. 그리고.... 공통수학 개념원리는 과거 6차교육과정때의 공통수학 문제집입니다.. 그리고 수학 10-가, 나... "
수학..영어..문제집 추천좀	"... 그래도 아직까지는 수학이 제일 좋아요.. 저는 지금 생각하는게. 정석하고, 문제가 많은 문제집. 이렇게 살까 생각중인데.. 수학문제집 추천좀 해주시구요.. 그리구 영어는.. 정말.. 못하고 싫어하는과목중 하나에요.. 1학년때... "
고1 수학	... 수학은 전단계가 완벽하게 되지 않으면 단계가 올라갈수록 구멍이 뚫린다는 것을 기억하세요! 도움이 되셨다면 채택과 좋아요 꼭 부탁드립니다 ㅎㅎ 다른 질문 있으시면 채택해주시고 댓글이나 1대1로 또 물어봐주세요 최대한 빨리... 
수학을 수능 최저로 맞추기 어렵나요?	... 미적분 칠 생각이에요 우연히 담임선생님과 이 얘기를 했는데 수학으로 하기 힘들다고 표정이 안좋아지시더라고요.. 수학학원 다니는 것도 별로 안 좋아 하시고요... 국어를 치기엔 제가 등급이 너무 낮아요 못하기도 하고 적절한... 
초등수학문제집 기초잡기	"... 마지막으로 QR코드를 통해서 개념과 문제 풀이 영상까지 학습할 수 있고, 세트로 구매 시 1~2학년 연산문제집, 3~6학년은 단원평가 문제집을 별도로 제공하니 전과목으로 개념을 잡기에도 좋아요! 초등수학문제집추천해드렸는데... "
수학선생님!!	... 공무원도 안정적 이고 편한데...(모르는 사람들생각.) 교사는 정말로 아이들을 위하고 사랑하는 맘이 없으면 안됩니다...특히 수학교사는 수학을 좋아하고 아이들에게 수학을가르치는 보람으로 하는 거지 외적인 조건으로 하는것은... 
수학쌤이 너무 좋아요 ㅠㅠㅜㅠㅠㅠ	제가 학원을 다니는데요 학원 수학쌤리 너무 좋아요 ㅠㅠㅠ 제 원래 이상형이 좀 아저씨 같은 섹시한 사람이라서 그런건지 뭔지.. 근데 현실적으로 나이차도 그렇고 이루어질 수 없는 걸 알아서 그건 기대도 안 하고 있고요 기억에라도... 
수학과vs수학교육과	수학을 좋아하는 학생입니다. 그런데 수학과랑 수학교육과 중 선택을 못 하겠어서요. 솔직히 가르치는 것은 그닥 좋아하지는 않아요. 그냥 초등학교 들어가기 전 부터 수학만 좋아했고 수학이 거의 제 인생이어서요 ㅋㅋㅋ 그런데... 
수학여행가면 콘도로 가는데..좋아요??	... 5학년때 수련회를 갔지만 수련회랑 수학여행의 분위기는 사뭇 다르데요...... 수학여행이니까 콘도방이 그것보다 조금은 안좋겠죠..^^ 경주일성콘도... 수학여행이라는게 중요하죠...ㅋㅋ 수학여행 첫날밤에는 그냥 애들끼리 놀게... 
중학교 과정 수학 문제집 추천해주세요	"고3인데 수포자라서 조금씩 공부해보려 합니다 중학교 과정 수학 문제집 추천해주세요 ,,, 기출비에 있으면 더 좋아요 부탁드려요 ㅜㅜ  중학생용 과정 수학 문제집 중에서 추천해드리면, ""수학의 바이블"" 시리즈나 ""하늘을 달리다... "
예비고1 수학 독학	수학 독학 하려는데 이해 잘되게 설명해주시는 강의 추천 부탁드려요 문제집도요 강의랑 문제집 같은 거면 더 좋아요 수상 수하 다 추천부탁드려요  강의랑 문제집이 같은건 인강 강사들은 대부분 본인이 만든 교재를 쓰니까... 
"고등 수학, 사회 문제집 뭐가 좋아요?"	"고등 수학, 사회 문제집 뭐가 좋아요? 알려주세요 ^^  안녕하세요^^ 사회문제집 때문에 답답해 하시는것같아서 알려드려요 이곳이 바로 그 유명한 검색서비스 NO.1 정보사이트입니다 사회문제집 찾는 많은 분들이 이곳만 이용하는 이유가... "
수학 정말 못하는데 간호학과	... 다른 과목은 다 성적이 좋아요. 수학 성적 정도가 어느정도냐면 중학교 수학도 어려워 20점~30점 대에 머물렀습니다. 어제 모의고사 본 건 겁이나서 차마 채점도 못하겠어요. 간호사 꼭 되고싶습니다. 지금부터라도 안일한 마음... 
고2 문과 수학 진짜 고민이요...	... 1.중학교 내용들 고1수학등 하시면 좋아요 근데 이건 67등급애들이 하는거에요 ㄹㅇ 45등급이면 시간낭비입니다. 2.그냥 학원을 옮기세요 대학생 1ㄷ1이라해도 이상한 놈들 많아요 3.다시한번 말하지만 시간낭비입니다. 4. 차라리 지금... 
수학 노베이스	"수학이 노베이스라 ebs에서 정승제 50일수학 다 듣고 메가스터디에 현우진 시발점으로 넘어왔는데 시발점 수학 상,하... 인강 + 학원 or 인강 + 개인과외병행하는게좋아요. 실력을 올리는데 효과적인 순서는 1:1 개인과외 > 학원 > 인강... "
수학학원 활용하기	"... 가장 중요한 것은 선생님께 물어보고, 그 내용을 반복해서 학습하는것이에요^^ 하지만 학원에서는 질문답이 어려운 경우들이 많아서 수학같은 경우는 일대일수업받는게 훨씬 효과가 좋아요! 저는 수학전문으로 일대일 수업하고있는... "
중학교교사(수학)됄 수 있는 방법	"... 요즘 수학 점수가 안 좋아요. 저번에 최악 88점이 수학에서 평균10점 날려먹고... 그런데 제가 수학이너무좋은데,국어점수가 요즘은 잘 나오더라구요... 그래서 '국어로 갈까?'라는 생각도 하고... 그래서 국어,수학교사를 하는 방법과... "
중 1 수학문제 정답만주셔도 좋아요	제목 그대로입니다 총4문제 부탁드립니다 56번 문제 처음에 x개를 샀다고 합시다. 그러면 남은 사과는 (x-50)개 이죠. 그리고 30%를 붙여 팔았으니 61번 문제 62번 문제 열차의 길이를 x m라고 하고 속력의 초속 y m라고 하고 식을... 
중등수학...	"... 정말장난이아니더군요............ㅋㅋㅋ 그런데 에이급수학정말좋긴좋아요 C단계(제일쉬움), B단계(중간), A단계(심화) 이렇게나뉘는데. B단계로많이하시는게좋구요 가끔가다 A단계도 확인해주시고요 . 개인적으로 에이급수학강추합니다... "
수학 상 문제집 추천해주세요	... 제가 도움이 될 수 있을 것 같아서 글을 남기게 됐어요!!^^ 물론 수학의 왕도 책도 좋아요!! 그런데 생각하시는 것처럼 수학은 유형을 잘 정리하고 모든 유형을 얼마나 빠르게 잘풀수 있나가 핵심이에요!! 그런 뒤에 유형이 탄탄해야... 
수학여행가면 콘도로 가는데..좋아요??	... 5학년때 수련회를 갔지만 수련회랑 수학여행의 분위기는 사뭇 다르데요...... 수학여행이니까 콘도방이 그것보다 조금은 안좋겠죠..^^ 경주일성콘도... 수학여행이라는게 중요하죠...ㅋㅋ 수학여행 첫날밤에는 그냥 애들끼리 놀게... 
수학이 수학이 lllllllllllllll	"... 하아,,, 기말고사가 한달도 안남았는데 어쩌면 좋아요 ㅠ 저 전번에 수학때문에 평균이 와장창(6점이나 떨어졌음) 떨어져서 ㅠ 좋은 조언 좀 해주세요 저 동대문구 이문동에 사는데 가까운 좋은학원 있으면 추천좀 해주세요 ㅠㅠ http... "
